Ensembl;Gene symbol;Name;Biotype;Chromosome;Seq region start;Seq region end
ENSG00000225764;P3H2-AS1;"P3H2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40886]";Antisense;3;190120964;190144846
ENSG00000241204;;;Processed Pseudogene;8;70424125;70424576
ENSG00000254409;;;Sense Overlapping;11;43921059;44001157
ENSG00000260196;;;Antisense;11;17380649;17383531
ENSG00000110811;P3H3;"prolyl 3-hydroxylase 3 [Source:HGNC Symbol;Acc:HGNC:19318]";Protein Coding;12;6828410;6839851
ENSG00000141696;P3H4;"prolyl 3-hydroxylase family member 4 (non-enzymatic) [Source:HGNC Symbol;Acc:HGNC:16946]";Protein Coding;17;41801947;41812604
ENSG00000237714;P4HA2-AS1;"P4HA2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43560]";Antisense;5;132184876;132192808
ENSG00000263405;PA2G4P3;"proliferation-associated 2G4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:31731]";Processed Pseudogene;18;27452514;27453657
ENSG00000267289;;;Linc R N A;19;9834079;9835013
ENSG00000279942;;;T E C;6;37567716;37571460
ENSG00000270919;;;Antisense;15;80580029;80580566
ENSG00000272841;;;Antisense;6;160990318;160992342
ENSG00000260681;;;Antisense;16;19410729;19411662
ENSG00000254813;;;Linc R N A;8;12765849;12811478
ENSG00000162039;MEIOB;"meiosis specific with OB domains [Source:HGNC Symbol;Acc:HGNC:28569]";Protein Coding;16;1833983;1884294
ENSG00000270948;MTDHP1;;Processed Pseudogene;7;64942143;64942926
ENSG00000218337;;;Processed Pseudogene;6;49077712;49078051
ENSG00000271162;;;Processed Pseudogene;6;48952070;48952781
ENSG00000257683;;;Linc R N A;12;115810359;115886137
ENSG00000265417;;;Processed Pseudogene;18;1362445;1363873
ENSG00000265728;;;Linc R N A;18;10594590;10604798
ENSG00000254972;;;Linc R N A;11;71701268;71705404
ENSG00000236811;GAPDHP2;"glyceraldehyde-3-phosphate dehydrogenase pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16577]";Processed Pseudogene;20;13392677;13393674
ENSG00000153406;NMRAL1;"NmrA like redox sensor 1 [Source:HGNC Symbol;Acc:HGNC:24987]";Protein Coding;16;4461680;4495763
ENSG00000175575;PAAF1;"proteasomal ATPase associated factor 1 [Source:HGNC Symbol;Acc:HGNC:25687]";Protein Coding;11;73876699;73931124
ENSG00000070756;PABPC1;"poly(A) binding protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:8554]";Protein Coding;8;100685816;100722809
ENSG00000100902;PSMA6;"proteasome subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:9535]";Protein Coding;14;35278633;35317493
ENSG00000279834;;;T E C;15;81060953;81063488
ENSG00000277127;;"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]";Misc R N A;7;75057877;75058188
ENSG00000260081;;;Antisense;X;153599340;153604353
ENSG00000236335;;;Linc R N A;1;30409560;30411638
ENSG00000283537;;;Unprocessed Pseudogene;7;143623776;143624398
ENSG00000254578;;;Antisense;8;144463817;144465101
ENSG00000266933;;;Antisense;19;490046;507833
ENSG00000092036;HAUS4;"HAUS augmin like complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:20163]";Protein Coding;14;22946228;22957161
ENSG00000270002;;;Antisense;10;85644073;85648066
ENSG00000106268;NUDT1;"nudix hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:8048]";Protein Coding;7;2242222;2251146
ENSG00000282964;;;Sense Intronic;12;102953289;102953835
ENSG00000186288;PABPC1L2A;"poly(A) binding protein cytoplasmic 1 like 2A [Source:HGNC Symbol;Acc:HGNC:27989]";Protein Coding;X;73077276;73079512
ENSG00000248585;;;Processed Pseudogene;8;38201699;38204238
ENSG00000244063;;;Linc R N A;2;113829390;113831119
ENSG00000255008;;;Linc R N A;11;59561146;59566074
ENSG00000269729;;;Linc R N A;19;46163893;46180647
ENSG00000238043;;;Linc R N A;3;193980614;194006098
ENSG00000280778;;;Protein Coding;1;145927258;145977811
ENSG00000184388;PABPC1L2B;"poly(A) binding protein cytoplasmic 1 like 2B [Source:HGNC Symbol;Acc:HGNC:31852]";Protein Coding;X;73003517;73005713
ENSG00000226725;PABPC1L2B-AS1;"PABPC1L2B antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:50345]";Antisense;X;72998388;73002856
ENSG00000231707;PABPC1P1;"poly(A) binding protein cytoplasmic 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:8558]";Processed Pseudogene;4;39973444;39974338
ENSG00000198526;PABPC1P2;"poly(A) binding protein cytoplasmic 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:8559]";Processed Pseudogene;2;146587506;146589310
ENSG00000230673;PABPC1P3;"poly(A) binding protein cytoplasmic 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:8560]";Processed Pseudogene;X;74583088;74583546
ENSG00000227047;;;Linc R N A;2;20499571;20501311
ENSG00000269179;;;Protein Coding;19;49909501;49958391
ENSG00000274922;;;Linc R N A;13;112686769;112689815
ENSG00000233052;;;Sense Intronic;10;1361001;1361637
ENSG00000275475;IGHV3-54;"immunoglobulin heavy variable 3-54 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5611]";I G V Pseudogene;14;106601346;106601792
ENSG00000236591;;;Antisense;6;149027700;149032573
ENSG00000103510;KAT8;"lysine acetyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:17933]";Protein Coding;16;31115754;31131393
ENSG00000255041;;;Linc R N A;11;45387215;45513802
ENSG00000228857;;;Linc R N A;2;113831049;113843356
ENSG00000236682;;;Linc R N A;2;127389130;127400580
ENSG00000275383;;;Linc R N A;16;68591382;68594424
ENSG00000258855;OR11J2P;"olfactory receptor family 11 subfamily J member 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:15370]";Transcribed Unprocessed Pseudogene;15;20960675;20961581
ENSG00000255642;PABPC1P4;"poly(A) binding protein cytoplasmic 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:8563]";Processed Pseudogene;12;63822021;63823895
ENSG00000233222;;;Antisense;1;153750983;153752176
ENSG00000214719;;;Processed Transcript;17;30576464;30672789
ENSG00000263011;;;Sense Overlapping;16;3106764;3109576
ENSG00000270422;;;Processed Pseudogene;2;31651381;31651862
ENSG00000217631;;;Processed Pseudogene;6;49273600;49273794
ENSG00000131386;GALNT15;"polypeptide N-acetylgalactosaminyltransferase 15 [Source:HGNC Symbol;Acc:HGNC:21531]";Protein Coding;3;16174649;16231992
ENSG00000227497;PABPC1P6;"poly(A) binding protein cytoplasmic 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:37986]";Processed Pseudogene;2;91877969;91880195
ENSG00000234784;;;Processed Pseudogene;1;64918443;64918683
ENSG00000171848;RRM2;"ribonucleotide reductase regulatory subunit M2 [Source:HGNC Symbol;Acc:HGNC:10452]";Protein Coding;2;10122328;10131419
ENSG00000231013;;;Antisense;2;119476448;119487346
ENSG00000273784;;;Processed Transcript;13;52600042;52642542
ENSG00000227688;HNRNPA3P2;"heterogeneous nuclear ribonucleoprotein A3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16605]";Unprocessed Pseudogene;20;36620403;36621423
ENSG00000228827;;;Unprocessed Pseudogene;X;51903338;51903850
ENSG00000271317;IGHD4OR15-4A;"immunoglobulin heavy diversity 4/OR15-4A (non-functional) [Source:HGNC Symbol;Acc:HGNC:5506]";I G D Gene;15;20004797;20004815
ENSG00000253834;;;Linc R N A;8;61821481;61825252
ENSG00000267304;;;Antisense;19;3672582;3674295
ENSG00000273102;;;Linc R N A;21;33967101;33968573
ENSG00000249086;;;Sense Overlapping;11;1864177;1866667
ENSG00000266938;;;Processed Pseudogene;19;2896625;2897222
ENSG00000204437;CTSLP6;"cathepsin L pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:23611]";Unprocessed Pseudogene;10;79870375;79873903
ENSG00000238258;;;Antisense;10;33211277;33213804
ENSG00000232981;MTCO1P51;"mitochondrially encoded cytochrome c oxidase I pseudogene 51 [Source:HGNC Symbol;Acc:HGNC:52116]";Unprocessed Pseudogene;9;80563571;80564630
ENSG00000251678;;;Linc R N A;5;7344579;7345921
ENSG00000281692;PACRG-AS1;"PACRG antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27772]";Antisense;6;163309985;163324530
ENSG00000266529;MTCYBP13;"mitochondrially encoded cytochrome b pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:51975]";Unprocessed Pseudogene;17;22519617;22520709
ENSG00000272387;;;Unprocessed Pseudogene;10;42583241;42583375
ENSG00000244259;;;Processed Pseudogene;11;115950196;115950801
ENSG00000276923;;;Linc R N A;20;48073869;48074188
ENSG00000279597;;;Linc R N A;22;49534062;49534926
ENSG00000242911;;;Processed Pseudogene;3;94935760;94936120
ENSG00000276651;;;Linc R N A;15;63500737;63503083
ENSG00000259503;;;Linc R N A;15;70321576;70326742
ENSG00000144711;IQSEC1;"IQ motif and Sec7 domain 1 [Source:HGNC Symbol;Acc:HGNC:29112]";Protein Coding;3;12897220;13073117
ENSG00000258272;;;Linc R N A;12;96422326;96485442
ENSG00000259948;;;Processed Pseudogene;15;89201091;89201768
ENSG00000260710;;;Linc R N A;16;1294551;1299166
ENSG00000256852;KNOP1P1;"lysine rich nucleolar protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:48919]";Processed Pseudogene;12;24583561;24584549
ENSG00000232662;LDHBP1;"lactate dehydrogenase B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:6542]";Processed Pseudogene;13;113276616;113277734
ENSG00000176472;ZNF575;"zinc finger protein 575 [Source:HGNC Symbol;Acc:HGNC:27606]";Protein Coding;19;43525497;43536130
ENSG00000259146;;;Antisense;14;71292729;71321814
ENSG00000279686;;"endothelial cell surface expressed chemotaxis and apoptosis regulator [Source:EntrezGene;Acc:641700]";Protein Coding;5;139442316;139462707
ENSG00000257994;;;Unprocessed Pseudogene;12;103505411;103506174
ENSG00000258135;;;Linc R N A;12;49908882;49911863
ENSG00000268970;;;Sense Intronic;19;52597699;52598887
ENSG00000260473;;;Linc R N A;12;51815043;51842106
ENSG00000273933;;;Unprocessed Pseudogene;1;159972548;159974064
ENSG00000256092;;;Linc R N A;12;123363868;123366113
ENSG00000271959;;;Antisense;8;141434545;141437954
ENSG00000075043;KCNQ2;"potassium voltage-gated channel subfamily Q member 2 [Source:HGNC Symbol;Acc:HGNC:6296]";Protein Coding;20;63400210;63472677
ENSG00000258444;;;Antisense;14;23415339;23415686
ENSG00000229010;;;Processed Pseudogene;1;23140325;23141142
ENSG00000250651;PABPC1P7;"poly(A) binding protein cytoplasmic 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:37987]";Processed Pseudogene;4;102896725;102898237
ENSG00000277349;;;Unprocessed Pseudogene;16;90174062;90175865
ENSG00000228755;PABPC1P8;"poly(A) binding protein cytoplasmic 1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:37988]";Processed Pseudogene;10;42279734;42281819
ENSG00000229658;PABPC1P9;"poly(A) binding protein cytoplasmic 1 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:37991]";Unprocessed Pseudogene;22;16423943;16426031
ENSG00000277782;;;Linc R N A;15;80999593;80999981
ENSG00000260619;;;Linc R N A;15;80990804;80993258
ENSG00000265683;;;Processed Pseudogene;17;27351858;27352584
ENSG00000239443;PABPC1P10;"poly(A) binding protein cytoplasmic 1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:37992]";Processed Pseudogene;3;155309427;155309807
ENSG00000228810;PABPC1P11;"poly(A) binding protein cytoplasmic 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:37993]";Processed Pseudogene;9;17589161;17591318
ENSG00000225638;PABPC1P12;"poly(A) binding protein cytoplasmic 1 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:37994]";Processed Pseudogene;10;38635908;38638082
ENSG00000260307;PABPC1P13;"poly(A) binding protein cytoplasmic 1 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:37995]";Processed Pseudogene;16;32439069;32441159
ENSG00000151846;PABPC3;"poly(A) binding protein cytoplasmic 3 [Source:HGNC Symbol;Acc:HGNC:8556]";Protein Coding;13;25095868;25099254
ENSG00000261873;;;Protein Coding;17;55448433;55511444
ENSG00000267271;;;Processed Pseudogene;17;35344231;35344564
ENSG00000203858;HSD3BP2;"hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:5220]";Unprocessed Pseudogene;1;119439001;119446086
ENSG00000173389;IQCF1;"IQ motif containing F1 [Source:HGNC Symbol;Acc:HGNC:28607]";Protein Coding;3;51894876;51903335
ENSG00000258717;;;Linc R N A;14;100675930;100679884
ENSG00000278153;;;Linc R N A;20;13368291;13368703
ENSG00000226179;LINC00685;"long intergenic non-protein coding RNA 685 [Source:HGNC Symbol;Acc:HGNC:27560]";Antisense;X;320990;321851
ENSG00000090621;PABPC4;"poly(A) binding protein cytoplasmic 4 [Source:HGNC Symbol;Acc:HGNC:8557]";Protein Coding;1;39560816;39576790
ENSG00000255347;;;Processed Pseudogene;11;40083710;40084517
ENSG00000241981;;;Processed Pseudogene;4;102662611;102663073
ENSG00000174740;PABPC5;"poly(A) binding protein cytoplasmic 5 [Source:HGNC Symbol;Acc:HGNC:13629]";Protein Coding;X;91434595;91438584
ENSG00000255122;;;Processed Pseudogene;8;12580287;12581063
ENSG00000100836;PABPN1;"poly(A) binding protein nuclear 1 [Source:HGNC Symbol;Acc:HGNC:8565]";Protein Coding;14;23321289;23326185
ENSG00000273129;PACERR;"PTGS2 antisense NFKB1 complex-mediated expression regulator RNA [Source:HGNC Symbol;Acc:HGNC:50552]";Linc R N A;1;186680622;186681446
ENSG00000271277;;;Processed Pseudogene;1;101882516;101882894
ENSG00000225437;PACRG-AS2;"PACRG antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40871]";Antisense;6;163042557;163054161
ENSG00000258695;;;Antisense;14;73522878;73530610
ENSG00000271181;;;Processed Pseudogene;22;25179309;25179554
ENSG00000259870;;;Linc R N A;15;97876289;97878386
ENSG00000259711;;;Linc R N A;16;54934913;54954665
ENSG00000223421;;;Processed Pseudogene;9;31165618;31166980
ENSG00000251118;;;Processed Pseudogene;5;115770586;115770989
ENSG00000279006;;;Antisense;22;25048967;25051966
ENSG00000204110;;;Linc R N A;6;37507348;37535616
ENSG00000243491;;;Linc R N A;2;9757496;9770341
ENSG00000254665;;;Antisense;11;8693357;8696607
ENSG00000280011;;;Antisense;22;44210442;44229512
ENSG00000248777;;;Processed Pseudogene;4;10199823;10200672
ENSG00000272578;;;Transcribed Unprocessed Pseudogene;22;23658094;23717356
ENSG00000267756;;;Unprocessed Pseudogene;18;14074912;14075741
ENSG00000242431;;;Processed Pseudogene;4;47490967;47491471
ENSG00000268173;;"Phosphatidylinositol 3-kinase regulatory subunit beta  [Source:UniProtKB/Swiss-Prot;Acc:O00459]";Protein Coding;19;18153158;18178117
ENSG00000267033;;;Antisense;19;16186276;16189458
ENSG00000250982;GAPDHP35;;Processed Pseudogene;16;28239693;28240668
ENSG00000147138;GPR174;"G protein-coupled receptor 174 [Source:HGNC Symbol;Acc:HGNC:30245]";Protein Coding;X;79170972;79172229
ENSG00000224977;;;Linc R N A;1;174022509;174022985
ENSG00000260190;;;Sense Overlapping;9;136937169;136937988
ENSG00000283233;;;Protein Coding;20;32447596;32584890
ENSG00000259700;;;Processed Transcript;15;48810701;48811909
ENSG00000281856;;;Linc R N A;17;19219143;19222527
ENSG00000279641;;;T E C;17;7242200;7243814
ENSG00000276771;;"HOX antisense intergenic RNA myeloid 1 conserved region 2 [Source:RFAM;Acc:RF01976]";Misc R N A;7;27098900;27099114
ENSG00000240311;;;Processed Pseudogene;16;3496201;3496768
ENSG00000207473;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;10;73346936;73347048
ENSG00000130830;MPP1;"membrane palmitoylated protein 1 [Source:HGNC Symbol;Acc:HGNC:7219]";Protein Coding;X;154778684;154821007
ENSG00000256071;;;Antisense;12;117889454;117891008
ENSG00000226490;;;Protein Coding;8;141514638;141518737
ENSG00000223254;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;1;85264296;85264402
ENSG00000274603;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;6;99526097;99526205
ENSG00000225683;PACRG-AS3;"PACRG antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:52053]";Antisense;6;163165414;163192002
ENSG00000283618;;"Clostridiales-1 RNA [Source:RFAM;Acc:RF01699]";S R N A;7;30115845;30115994
ENSG00000215244;;;Linc R N A;10;6277687;6335982
ENSG00000283592;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;20;29575060;29575171
ENSG00000175115;PACS1;"phosphofurin acidic cluster sorting protein 1 [Source:HGNC Symbol;Acc:HGNC:30032]";Protein Coding;11;66070363;66244747
ENSG00000124507;PACSIN1;"protein kinase C and casein kinase substrate in neurons 1 [Source:HGNC Symbol;Acc:HGNC:8570]";Protein Coding;6;34466061;34535231
ENSG00000100266;PACSIN2;"protein kinase C and casein kinase substrate in neurons 2 [Source:HGNC Symbol;Acc:HGNC:8571]";Protein Coding;22;42835412;43015145
ENSG00000232668;;;Processed Pseudogene;2;52883243;52883455
ENSG00000135828;RNASEL;"ribonuclease L [Source:HGNC Symbol;Acc:HGNC:10050]";Protein Coding;1;182573634;182589256
ENSG00000230573;;;Linc R N A;10;3833950;3834728
ENSG00000236874;;;Linc R N A;20;48383323;48384895
ENSG00000237530;;;Linc R N A;6;44525259;44526754
ENSG00000278180;;;Unprocessed Pseudogene;1;227490691;227492296
ENSG00000273571;;"ST7 overlapping transcript 4 conserved region 2 [Source:RFAM;Acc:RF02188]";Misc R N A;7;116954983;116955154
ENSG00000072201;LNX1;"ligand of numb-protein X 1 [Source:HGNC Symbol;Acc:HGNC:6657]";Protein Coding;4;53459301;53701405
ENSG00000278802;;"Rhabdomyosarcoma 2 associated transcript conserved region 8 [Source:RFAM;Acc:RF01969]";Misc R N A;12;97560557;97560721
ENSG00000280252;;;Protein Coding;16;70224358;70224738
ENSG00000065320;NTN1;"netrin 1 [Source:HGNC Symbol;Acc:HGNC:8029]";Protein Coding;17;9021542;9244000
ENSG00000126952;NXF5;"nuclear RNA export factor 5 [Source:HGNC Symbol;Acc:HGNC:8075]";Protein Coding;X;101832112;101857577
ENSG00000265844;;;Linc R N A;18;77180106;77235430
ENSG00000255945;;;Linc R N A;12;127598168;127599715
ENSG00000165912;PACSIN3;"protein kinase C and casein kinase substrate in neurons 3 [Source:HGNC Symbol;Acc:HGNC:8572]";Protein Coding;11;47177525;47186443
ENSG00000283274;;"5.8S ribosomal RNA [Source:RFAM;Acc:RF00002]";R R N A;14;16057472;16057622
ENSG00000226599;;;Linc R N A;6;150650772;150652025
ENSG00000279386;;;Protein Coding;4;37866561;37867091
ENSG00000142623;PADI1;"peptidyl arginine deiminase 1 [Source:HGNC Symbol;Acc:HGNC:18367]";Protein Coding;1;17205126;17246005
ENSG00000117115;PADI2;"peptidyl arginine deiminase 2 [Source:HGNC Symbol;Acc:HGNC:18341]";Protein Coding;1;17066761;17119435
ENSG00000103037;SETD6;"SET domain containing 6 [Source:HGNC Symbol;Acc:HGNC:26116]";Protein Coding;16;58515479;58521181
ENSG00000279952;;;T E C;12;127462507;127463197
ENSG00000254941;;;Processed Pseudogene;11;124807822;124808269
ENSG00000264304;;;Antisense;17;28892469;28893342
ENSG00000224207;;;Processed Pseudogene;4;102734358;102734612
ENSG00000258736;;;Linc R N A;14;104653548;104655787
ENSG00000276868;;;Processed Pseudogene;9;40883634;40883763
ENSG00000156603;MED19;"mediator complex subunit 19 [Source:HGNC Symbol;Acc:HGNC:29600]";Protein Coding;11;57703714;57712221
ENSG00000258808;;;Linc R N A;14;51392128;51397135
ENSG00000232594;;;Unprocessed Pseudogene;2;94961047;94961503
ENSG00000256273;;;Linc R N A;12;68344664;68349959
ENSG00000206679;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;1;95125511;95125609
ENSG00000278953;;;T E C;11;93592187;93592669
ENSG00000258836;;;Processed Pseudogene;14;58100985;58101574
ENSG00000272821;;;Antisense;22;50523926;50524780
ENSG00000223436;;;Antisense;7;132352334;132367976
ENSG00000228137;;;Antisense;21;46246890;46247682
ENSG00000159339;PADI4;"peptidyl arginine deiminase 4 [Source:HGNC Symbol;Acc:HGNC:18368]";Protein Coding;1;17308195;17364004
ENSG00000122133;PAEP;"progestagen associated endometrial protein [Source:HGNC Symbol;Acc:HGNC:8573]";Protein Coding;9;135561756;135566955
ENSG00000006712;PAF1;"PAF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:25459]";Protein Coding;19;39385852;39391195
ENSG00000007168;PAFAH1B1;"platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574]";Protein Coding;17;2593210;2685615
ENSG00000158639;PAGE5;"PAGE family member 5 [Source:HGNC Symbol;Acc:HGNC:29992]";Protein Coding;X;55220355;55224108
ENSG00000280789;PAGR1;"PAXIP1 associated glutamate rich protein 1 [Source:HGNC Symbol;Acc:HGNC:28707]";Protein Coding;16;29815952;29820117
ENSG00000171759;PAH;"phenylalanine hydroxylase [Source:HGNC Symbol;Acc:HGNC:8582]";Protein Coding;12;102836885;102958410
ENSG00000228595;PAICSP2;"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:8589]";Processed Pseudogene;9;91611343;91612492
ENSG00000226840;PAICSP3;"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38096]";Processed Pseudogene;6;73327524;73329017
ENSG00000251796;;"Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]";Sno R N A;Y;26247384;26247521
ENSG00000257096;;;Antisense;14;21521083;21522660
ENSG00000271618;;;Processed Pseudogene;1;71738173;71738354
ENSG00000246863;;;Linc R N A;15;39921042;39925880
ENSG00000231906;;;Processed Pseudogene;10;48546472;48546713
ENSG00000163884;KLF15;"Kruppel like factor 15 [Source:HGNC Symbol;Acc:HGNC:14536]";Protein Coding;3;126342635;126357442
ENSG00000237472;;;Processed Pseudogene;22;22988263;22988581
ENSG00000253238;;;Linc R N A;8;80266154;80339840
ENSG00000251413;;;Sense Intronic;10;48624004;48625093
ENSG00000171097;KYAT1;"kynurenine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:1564]";Protein Coding;9;128832942;128882494
ENSG00000268038;LINC01785;;Linc R N A;19;22615557;22623971
ENSG00000254244;PAICSP4;"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:38097]";Processed Pseudogene;8;4787332;4788584
